Gene	name2	Chr	Strand	fit_value	Predicted_Proximal_APA	Loci	A_1_long_exp	A_1_short_exp	A_1_PDUI	A_2_long_exp	A_2_short_exp	A_2_PDUI	A_3_long_exp	A_3_short_exp	A_3_PDUI	A_4_long_exp	A_4_short_exp	A_4_PDUI	A_5_long_exp	A_5_short_exp	A_5_PDUI	A_6_long_exp	A_6_short_exp	A_6_PDUI	A_7_long_exp	A_7_short_exp	A_7_PDUI	A_8_long_exp	A_8_short_exp	A_8_PDUI	A_9_long_exp	A_9_short_exp	A_9_PDUI	A_10_long_exp	A_10_short_exp	A_10_PDUI	A_11_long_exp	A_11_short_exp	A_11_PDUI	A_12_long_exp	A_12_short_exp	A_12_PDUI	A_13_long_exp	A_13_short_exp	A_13_PDUI	A_14_long_exp	A_14_short_exp	A_14_PDUI	A_15_long_exp	A_15_short_exp	A_15_PDUI	A_16_long_exp	A_16_short_exp	A_16_PDUI	A_17_long_exp	A_17_short_exp	A_17_PDUI	A_18_long_exp	A_18_short_exp	A_18_PDUI	B_1_long_exp	B_1_short_exp	B_1_PDUI	B_2_long_exp	B_2_short_exp	B_2_PDUI	B_3_long_exp	B_3_short_exp	B_3_PDUI	B_4_long_exp	B_4_short_exp	B_4_PDUI	B_5_long_exp	B_5_short_exp	B_5_PDUI	B_6_long_exp	B_6_short_exp	B_6_PDUI	B_7_long_exp	B_7_short_exp	B_7_PDUI	B_8_long_exp	B_8_short_exp	B_8_PDUI	B_9_long_exp	B_9_short_exp	B_9_PDUI	B_10_long_exp	B_10_short_exp	B_10_PDUI	Group_A_Mean_PDUI	Group_B_Mean_PDUI	PDUI_Group_diff	P_val	adjusted.P_val	Pass_Filter
NM_028840.2	Armc1	chr3	-	751.9	19134022	chr3:19132144-19134223	28.73	9.71	0.75	54.35	24.27	0.69	41.14	26.88	0.6	21.52	16.02	0.57	NA	NA	NA	305.72	148.98	0.67	156.96	91.72	0.63	59.63	20.48	0.74	134.1	19.64	0.87	84.49	2.34	0.97	195.72	172.35	0.53	207.63	97.81	0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	126.7	48.62	0.72	NA	NA	NA	276.46	157.75	0.64	23.2	17.54	0.57	129.92	93.36	0.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	33.53	19.53	0.63	100.41	68.78	0.59	51.48	32.63	0.61	113.02	72.1	0.61	86.02	66.08	0.57	0.696923077	0.594285714	0.102637363	0.192024115	0.839372445	N
XM_006535556.1	Armc1	chr3	-	779.5	19134004	chr3:19132144-19134205	28.6	10.19	0.74	54.19	23.27	0.7	41.36	21.52	0.66	21.56	14.79	0.59	NA	NA	NA	305.56	134.12	0.69	157.02	80.59	0.66	59.71	15.87	0.79	134.17	17.57	0.88	84.56	0	1	195.21	160.08	0.55	208.15	80.93	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	126.72	43.03	0.75	NA	NA	NA	276.02	151.44	0.65	23.34	14.66	0.61	129.56	84.93	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	33.61	17.1	0.66	100.33	66.29	0.6	51.39	31.2	0.62	113.14	63.75	0.64	86.01	60.95	0.59	0.721538462	0.617142857	0.104395604	0.143031059	0.741317891	N
NM_026582.4	Wls	chr3	+	10194.1	159934686	chr3:159934251-159935175	182.38	56.57	0.76	268.87	162.12	0.62	193.36	68.91	0.74	134.82	69.23	0.66	61.54	19.5	0.76	1648.03	554.39	0.75	884.57	384.23	0.7	270.09	120.8	0.69	718	311.4	0.7	520.9	160.74	0.76	962.01	573.47	0.63	1177.81	504.03	0.7	67.74	20.53	0.77	NA	NA	NA	22.21	13.17	0.63	644.93	261.05	0.71	104.02	34.77	0.75	1572.96	987.02	0.61	90.77	23.05	0.8	427.18	212.9	0.67	26.85	7.72	0.78	48.7	10.28	0.83	26.48	8.02	0.77	115.05	59.98	0.66	314.37	49.38	0.86	175.85	34.77	0.83	343.27	151.17	0.69	252.03	137.43	0.65	0.702352941	0.754	-0.051647059	0.271657117	0.96831027	N
XR_375574.3	Srsf11	chr3	-	3509.2	158012002	chr3:158010919-158012203	75.48	28.78	0.72	118.1	43	0.73	93.05	46.71	0.67	65.72	13.66	0.83	26.93	9.95	0.73	773.82	194.04	0.8	482.89	126.7	0.79	138.42	47.83	0.74	438.91	59.14	0.88	261.28	90.83	0.74	662.99	187.09	0.78	680.08	262.69	0.72	37.3	6.88	0.84	NA	NA	NA	NA	NA	NA	246.51	164.21	0.6	53.96	23.78	0.69	931.63	304.94	0.75	71.46	50.27	0.59	424.65	176.33	0.71	25.36	13.48	0.65	41.83	19.71	0.68	34.45	19	0.64	91.83	49.29	0.65	431.94	58.16	0.88	145.27	57.89	0.72	388.83	105.58	0.79	295.24	155.42	0.66	0.750625	0.697	0.053625	0.525091344	1	N
XR_001783741.1	Srsf11	chr3	-	3527.9	158011999	chr3:158010919-158012200	75.43	28.28	0.73	118.1	41.34	0.74	93.02	46.04	0.67	65.73	13.06	0.83	26.9	9.71	0.73	773.45	189.01	0.8	483	120.53	0.8	138.37	46.51	0.75	439.01	53.91	0.89	261.32	87.59	0.75	662.7	181.49	0.79	679.96	255.43	0.73	37.3	6.71	0.85	NA	NA	NA	NA	NA	NA	246.52	160.07	0.61	53.96	23.13	0.7	931.89	295.35	0.76	71.34	49.99	0.59	424.49	171.46	0.71	25.35	13.09	0.66	41.8	19.1	0.69	34.45	18.5	0.65	91.78	48.37	0.65	432.13	54.12	0.89	145.26	56.32	0.72	388.68	101.94	0.79	295.14	151.58	0.66	0.758125	0.701	0.057125	0.520416631	1	N
XM_017319709.1	Srsf11	chr3	-	3517.5	158012002	chr3:158010915-158012203	75.42	28.85	0.72	117.94	43.16	0.73	93.04	46.72	0.67	65.67	13.71	0.83	26.9	9.98	0.73	773.31	194.55	0.8	482.42	127.17	0.79	138.33	47.92	0.74	438.58	59.46	0.88	261	91.11	0.74	662.74	187.34	0.78	679.51	263.25	0.72	37.29	6.89	0.84	NA	NA	NA	NA	NA	NA	246.41	164.31	0.6	53.93	23.81	0.69	930.87	305.7	0.75	71.41	50.32	0.59	424.27	176.71	0.71	25.35	13.49	0.65	41.79	19.75	0.68	34.41	19.04	0.64	91.73	49.39	0.65	431.56	58.53	0.88	145.17	57.99	0.71	388.28	106.12	0.79	294.98	155.67	0.65	0.750625	0.695	0.055625	0.468269597	1	N
XM_017319711.1	Srsf11	chr3	-	3543.1	158011999	chr3:158010915-158012200	75.36	28.35	0.73	117.93	41.51	0.74	93	46.06	0.67	65.67	13.11	0.83	26.87	9.74	0.73	772.84	189.63	0.8	482.47	121.06	0.8	138.27	46.62	0.75	438.62	54.29	0.89	260.98	87.93	0.75	662.38	181.81	0.78	679.33	256.06	0.73	37.28	6.72	0.85	NA	NA	NA	NA	NA	NA	246.39	160.21	0.61	53.93	23.16	0.7	930.97	296.27	0.76	71.29	50.04	0.59	424.08	171.87	0.71	25.33	13.1	0.66	41.76	19.14	0.69	34.41	18.53	0.65	91.67	48.48	0.65	431.68	54.56	0.89	145.15	56.44	0.72	388.11	102.5	0.79	294.86	151.85	0.66	0.7575	0.701	0.0565	0.463518922	1	N
NM_001093753.1	Srsf11	chr3	-	5989.3	158011056	chr3:158010493-158012203	29.32	50.61	0.37	27.9	93.92	0.23	25.28	76.08	0.25	18.6	47.92	0.28	NA	NA	NA	250.52	542.28	0.32	174.68	315.59	0.36	38.43	104.3	0.27	100.76	330.87	0.23	71.84	199.75	0.26	162.52	514.57	0.24	154.71	553.99	0.22	10.61	27.64	0.28	NA	NA	NA	NA	NA	NA	63.62	207.03	0.24	15.51	41.66	0.27	274.69	688.02	0.29	19.34	59.4	0.25	122.55	320.97	0.28	NA	NA	NA	14.49	30.35	0.32	5.9	30.71	0.16	26.65	71.15	0.27	138.21	295.15	0.32	39.35	112.24	0.26	107.92	284.99	0.27	61.61	252.06	0.2	0.274	0.258888889	0.015111111	1	1	N
NM_001013806.1	Ankrd13c	chr3	+	1316.4	158006057	chr3:158005740-158006837	21.49	36.72	0.37	29.91	60.5	0.33	19.41	36.45	0.35	15.99	27.86	0.36	NA	NA	NA	196.86	341.18	0.37	106.07	211.37	0.33	27.46	65.64	0.29	85.55	156.84	0.35	50.59	73.44	0.41	123.18	248.26	0.33	118.64	261.26	0.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	75.95	122.51	0.38	9.08	26.84	0.25	182.57	320.05	0.36	16.37	16.53	0.5	100.18	131.83	0.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.8	34.26	0.39	83.36	94.69	0.47	39.88	50.65	0.44	78.5	125.12	0.39	68.57	117.83	0.37	0.342142857	0.427142857	-0.085	0.179627458	0.809265917	N
XM_017319647.1	Zranb2	chr3	+	2203.7	157547799	chr3:157546675-157548341	32.73	28.74	0.53	100.43	6.64	0.94	62.93	16.83	0.79	35.34	15.08	0.7	NA	NA	NA	535.94	70.74	0.88	246.43	74.19	0.77	85.85	5.64	0.94	290.59	60.67	0.83	186.21	54.78	0.77	338.49	114.55	0.75	330.17	162.82	0.67	20.91	10.32	0.67	NA	NA	NA	NA	NA	NA	241.29	15.61	0.94	33.77	9.01	0.79	542.78	216.29	0.72	29.52	16.47	0.64	173.38	88.34	0.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	47.45	9.52	0.83	173.83	39.49	0.81	82.17	16.38	0.83	184.44	65.19	0.74	116.89	23.55	0.83	0.779333333	0.762857143	0.01647619	0.626758375	1	N
NM_017381.2	Zranb2	chr3	+	2206.4	157547799	chr3:157546675-157548339	32.74	28.74	0.53	100.67	6.4	0.94	62.9	16.86	0.79	35.25	15.16	0.7	NA	NA	NA	536.57	70.11	0.88	246.5	74.13	0.77	85.76	5.73	0.94	290.91	60.35	0.83	186.44	54.55	0.77	338.49	114.55	0.75	330.03	162.95	0.67	20.84	10.4	0.67	NA	NA	NA	NA	NA	NA	241.34	15.56	0.94	33.83	8.95	0.79	543.18	215.9	0.72	29.6	16.39	0.64	173.67	88.04	0.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	47.49	9.48	0.83	173.54	39.78	0.81	82.19	16.36	0.83	184.67	64.96	0.74	116.9	23.54	0.83	0.779333333	0.762857143	0.01647619	0.626758375	1	N
XM_017319646.1	Zranb2	chr3	+	1803.3	157546710	chr3:157546075-157548341	59.2	21.01	0.74	108.19	5.59	0.95	78.33	26.37	0.75	49.58	0	1	NA	NA	NA	603.52	98.52	0.86	319.87	0	1	90.97	2.92	0.97	347.56	10.29	0.97	238.81	0	1	442.51	111.75	0.8	483.59	2.88	0.99	30.44	1.3	0.96	NA	NA	NA	NA	NA	NA	258.33	0	1	42.86	0	1	744.41	0	1	44.7	0	1	259.3	0	1	NA	NA	NA	23.34	7.19	0.76	NA	NA	NA	56.2	15.12	0.79	211.26	0	1	98.38	4.15	0.96	247.81	0	1	139.71	0	1	0.932666667	0.93875	-0.006083333	0.06102682	0.473525854	N
NR_028097.1	Rabggtb	chr3	-	3760.6	153907540	chr3:153907289-153907741	19.17	57.71	0.25	28.25	106.72	0.21	22.26	82.92	0.21	20.84	43.89	0.32	8.44	28.48	0.23	262.83	565.83	0.32	92.04	403.85	0.19	43.53	79.31	0.35	96.48	179.33	0.35	83.05	94.01	0.47	116.38	365.82	0.24	122.03	390.95	0.24	13.63	20.64	0.4	NA	NA	NA	NA	NA	NA	104.96	159.49	0.4	20.1	25.34	0.44	240.51	433.58	0.36	24.12	32.3	0.43	119.86	209.92	0.36	NA	NA	NA	10.6	22.93	0.32	NA	NA	NA	24.68	55.87	0.31	71.01	205.07	0.26	29.39	73.67	0.29	105.63	169.72	0.38	54.62	134.7	0.29	0.31125	0.33	-0.01875	0.594247833	1	N
NM_001076676.2	Usp33	chr3	+	5660.1	152393133	chr3:152392209-152393617	33.72	55.67	0.38	47.47	99.79	0.32	37.27	89.92	0.29	21.57	55.27	0.28	11.65	18.89	0.38	364.18	602.85	0.38	181.48	346.87	0.34	53.87	96.4	0.36	151.57	265.68	0.36	99.29	170.66	0.37	175.75	362.77	0.33	219.36	412.47	0.35	15.08	22.26	0.4	NA	NA	NA	NA	NA	NA	96.11	224.31	0.3	14.56	37.55	0.28	318.39	515.31	0.38	25.42	23.22	0.52	94.3	198.86	0.32	NA	NA	NA	13.52	19.29	0.41	NA	NA	NA	28.45	59.33	0.32	38.49	123.54	0.24	33.05	72.91	0.31	72.68	147.98	0.33	46.61	99.16	0.32	0.34375	0.34625	-0.0025	0.592008343	1	N
XM_006501079.2	Usp33	chr3	+	3089.3	152392478	chr3:152392209-152393338	77.37	42.36	0.65	131.99	55.54	0.7	123.16	19.5	0.86	70.48	23.25	0.75	25.92	16.11	0.62	889.86	265.88	0.77	491.42	140.91	0.78	140.51	36.04	0.8	379.22	142.46	0.73	253.35	61.84	0.8	477.18	222.7	0.68	556.47	266.36	0.68	35.79	6.28	0.85	NA	NA	NA	NA	NA	NA	303.5	63.58	0.83	48.64	13.59	0.78	754.03	285.68	0.73	47.46	4.15	0.92	272.49	79.16	0.77	NA	NA	NA	31.01	6.8	0.82	NA	NA	NA	79.08	32.12	0.71	159.18	11.33	0.93	92.41	48.37	0.66	207.2	50.66	0.8	126.73	67.59	0.65	0.750625	0.7825	-0.031875	0.519036197	1	N
XM_017319639.1	Fubp1	chr3	+	451.6	152232527	chr3:152232255-152236830	9.5	32.99	0.22	17.22	76.66	0.18	14.33	50.5	0.22	7.65	36.59	0.17	NA	NA	NA	110.99	443.02	0.2	45.25	163.26	0.22	14.08	70.58	0.17	68.4	143.09	0.32	35.68	80.16	0.31	69.34	168.11	0.29	93.02	178.55	0.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	47.6	125.37	0.28	NA	NA	NA	148.36	319.45	0.32	6.73	40.48	0.14	50.9	200.19	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.2	32.03	0.28	62	234.32	0.21	23.4	56.64	0.29	51.7	213.54	0.19	31.4	168.49	0.16	0.249230769	0.21	0.039230769	0.174740107	0.803459042	N
XM_006501920.3	Dnajb4	chr3	-	1384.5	152185109	chr3:152183982-152185380	42.12	20.61	0.67	63.2	45.16	0.58	51.83	40.24	0.56	37.91	19.7	0.66	NA	NA	NA	398.31	195.32	0.67	255.7	131.81	0.66	104.35	57.88	0.64	104.81	64.19	0.62	85.02	11.71	0.88	216.49	70.93	0.75	287.46	130.07	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	83.42	40.33	0.67	NA	NA	NA	325.8	167.52	0.66	34.1	22.94	0.6	233.42	148.36	0.61	NA	NA	NA	23.64	15.93	0.6	NA	NA	NA	59.8	42.39	0.59	94.74	35.62	0.73	50.62	26.2	0.66	99.99	87.28	0.53	139.16	79.24	0.64	0.67	0.62	0.05	0.270286994	0.96831027	N
NM_025926.4	Dnajb4	chr3	-	1508.4	152185109	chr3:152183871-152185380	40.48	22.25	0.65	61.8	46.56	0.57	52.23	39.84	0.57	36.84	20.77	0.64	NA	NA	NA	386.46	207.17	0.65	249.91	137.6	0.64	101.27	60.96	0.62	99.64	69.36	0.59	80.38	16.35	0.83	209.58	77.84	0.73	272.1	145.42	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	80.08	43.67	0.65	NA	NA	NA	321.36	171.96	0.65	32.9	24.13	0.58	225.66	156.13	0.59	NA	NA	NA	23.26	16.31	0.59	NA	NA	NA	58.57	43.62	0.57	91.62	38.75	0.7	48.42	28.4	0.63	97.3	89.97	0.52	135.24	83.15	0.62	0.649230769	0.6	0.049230769	0.278480975	0.96831027	N
NM_011100.4	Prkacb	chr3	-	81630.2	146731504	chr3:146729579-146732713	284.5	120.05	0.7	489.07	142.65	0.77	437.07	33.17	0.93	256.51	58.6	0.81	96.83	24.02	0.8	3269.82	522.47	0.86	1642.77	614.82	0.73	504.01	171.65	0.75	1515.92	260.87	0.85	970.98	218.4	0.82	2180.85	755.23	0.74	2254.99	471.29	0.83	136.55	26.57	0.84	32.67	14.13	0.7	52.01	12.53	0.81	1274.35	233.47	0.85	191.68	36.13	0.84	3170.39	873.64	0.78	180.51	77.1	0.7	1038.76	247.73	0.81	48.23	11.37	0.81	104.85	25.91	0.8	57.19	21.42	0.73	272.08	87.5	0.76	537.93	142.21	0.79	333.77	80.03	0.81	674.83	160.96	0.81	492.86	158.52	0.76	0.800555556	0.778	0.022555556	0.461223425	1	N
NM_027332.3	Rpf1	chr3	-	298.3	146512094	chr3:146510795-146512295	37.17	3.29	0.92	42.21	8.92	0.83	40.12	2.97	0.93	NA	NA	NA	NA	NA	NA	152.13	143.65	0.51	108.31	67.63	0.62	34.67	13.54	0.72	46.8	60.28	0.44	69.53	26.27	0.73	111.24	48.05	0.7	117.48	66.24	0.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	83.03	29.16	0.74	NA	NA	NA	128.48	100.89	0.56	NA	NA	NA	95.62	35.56	0.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	133.61	22.47	0.86	35.82	8.46	0.81	90.08	44.21	0.67	91.29	25.83	0.78	0.695	0.77	-0.075	0.02539043	0.277900746	N
XM_017319707.1	1810022K09Rik	chr3	-	131	14606746	chr3:14606309-14607075	63.7	4.69	0.93	87.19	7.91	0.92	98.29	0	1	65.06	2.15	0.97	NA	NA	NA	480.5	45.54	0.91	306.28	15.31	0.95	117.85	3.86	0.97	177.88	17.95	0.91	166.05	0	1	349.56	2.31	0.99	416.6	7.82	0.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	195.16	15.57	0.93	37.91	1.2	0.97	551.25	29.53	0.95	53.05	0.89	0.98	354.21	6.07	0.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	59.29	3.36	0.95	330.18	11.41	0.97	95.95	1.79	0.98	335.73	13.47	0.96	312.46	16.47	0.95	0.955714286	0.967142857	-0.011428571	0.622796545	1	N
NM_010516.2	Cyr61	chr3	-	2451	145647510	chr3:145646971-145647968	52.21	19.03	0.73	85.62	23.2	0.79	48.39	16.09	0.75	38.42	8.91	0.81	NA	NA	NA	786.86	282.23	0.74	428.67	179.02	0.71	107.48	50.1	0.68	87.02	27.45	0.76	74.46	5.54	0.93	145.94	96.81	0.6	204.83	43.87	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	63.67	23.63	0.73	NA	NA	NA	234.27	84.61	0.73	68.22	46.24	0.6	358.81	134.39	0.73	24.76	11.09	0.69	32.12	11.11	0.74	28.13	12.54	0.69	92.75	33.18	0.74	337.51	126.17	0.73	87.53	27.06	0.76	224.76	89.61	0.71	349.25	189.72	0.65	0.752307692	0.704	0.048307692	0.476032604	1	N
XM_006501718.3	Sh3glb1	chr3	-	1354	144691160	chr3:144686911-144691532	22.09	60.2	0.27	36.99	93.53	0.28	26.94	92.97	0.22	13.57	53.86	0.2	7.74	22.62	0.25	293.38	662.98	0.31	116.73	393.96	0.23	49.53	105.72	0.32	91.75	263.19	0.26	50.24	163.51	0.24	147.46	403.15	0.27	137.06	355.66	0.28	10.62	26.66	0.28	NA	NA	NA	NA	NA	NA	57.24	234.15	0.2	13.37	36.91	0.27	187.6	559.84	0.25	26.26	55.78	0.32	94.75	385.57	0.2	NA	NA	NA	11.03	32.17	0.26	11.75	24.41	0.32	19.36	74.79	0.21	134.39	445.4	0.23	53.41	140.96	0.27	123.5	356.64	0.26	122.46	314.92	0.28	0.258125	0.261111111	-0.002986111	0.699463803	1	N
NM_001282037.1	Sh3glb1	chr3	-	1351.9	144691160	chr3:144686902-144691532	22.11	60.18	0.27	36.98	93.53	0.28	26.93	92.98	0.22	13.58	53.85	0.2	7.75	22.62	0.26	293.43	662.92	0.31	116.76	393.92	0.23	49.56	105.68	0.32	91.87	263.07	0.26	50.29	163.46	0.24	147.54	403.08	0.27	137.04	355.68	0.28	10.63	26.66	0.29	NA	NA	NA	NA	NA	NA	57.25	234.14	0.2	13.37	36.91	0.27	187.61	559.83	0.25	26.27	55.78	0.32	94.79	385.53	0.2	NA	NA	NA	11.03	32.16	0.26	11.75	24.41	0.33	19.37	74.79	0.21	134.39	445.4	0.23	53.43	140.95	0.27	123.5	356.64	0.26	122.47	314.92	0.28	0.259375	0.262222222	-0.002847222	0.699463803	1	N
NM_053102.2	Sep15	chr3	+	171319.3	144597195	chr3:144596823-144597677	333.98	113.44	0.75	610.37	268.37	0.69	412.84	117.7	0.78	246.97	121.17	0.67	107.96	49.64	0.69	3781.02	1970.55	0.66	2074.11	942.24	0.69	623.52	313.09	0.67	1368.63	645.03	0.68	842.99	399.55	0.68	1983.93	1160.52	0.63	2137.93	965.7	0.69	138.83	73.82	0.65	40.43	27.34	0.6	62.36	36.62	0.63	1186.74	542.6	0.69	201.85	79.77	0.72	3194.74	1488.15	0.68	258.48	122.32	0.68	1375.52	570.4	0.71	91.62	37.48	0.71	154.88	75.1	0.67	108.72	60.84	0.64	353.43	165.01	0.68	1126.34	485.47	0.7	501.73	235.24	0.68	1073.55	553.61	0.66	1140.04	472.07	0.71	0.680555556	0.684	-0.003444444	0.446281716	1	N
NM_145546.1	Gtf2b	chr3	+	5436.5	142783419	chr3:142783196-142783606	53.37	110.67	0.33	94.17	140.44	0.4	104.59	73.04	0.59	54.82	78.29	0.41	30.22	31.19	0.49	986.85	1298.2	0.43	470.09	873.97	0.35	151.83	313.33	0.33	130.78	215.06	0.38	95.96	91.53	0.51	226.22	395.14	0.36	336.73	641.21	0.34	12.43	21.81	0.36	NA	NA	NA	NA	NA	NA	100.23	172.38	0.37	19.74	30.02	0.4	318.44	743.48	0.3	38.3	20.24	0.65	177.64	194.71	0.48	NA	NA	NA	16.48	35.65	0.32	12.55	26.51	0.32	38.01	66.57	0.36	111.79	193.48	0.37	42.08	84.63	0.33	113.72	167.72	0.4	104.68	210.63	0.33	0.396875	0.395555556	0.001319444	0.724976779	1	N
NR_121195.1	Tspan5	chr3	+	5787.4	138903132	chr3:138902379-138904433	127.91	20.74	0.86	181.04	14.31	0.93	139.13	0	1	92.5	2.24	0.98	32.45	0.22	0.99	957.9	76.64	0.93	466.43	100.36	0.82	176.96	25.7	0.87	458.97	32.02	0.93	251.67	28	0.9	668.41	148.58	0.82	592.54	36.95	0.94	37.82	4.1	0.9	NA	NA	NA	NA	NA	NA	389.72	69.68	0.85	62.69	4.6	0.93	1122.34	33.99	0.97	73.76	11.34	0.87	352.99	32.23	0.92	NA	NA	NA	32.95	1.66	0.95	NA	NA	NA	87.45	10.38	0.89	163.64	23.14	0.88	142.65	24.73	0.85	322.63	48	0.87	159.59	16.46	0.91	0.91375	0.8925	0.02125	0.653950474	1	N
NM_007917.4	Eif4e	chr3	+	3540.5	138556125	chr3:138555390-138559696	8.18	101.7	0.07	19.7	191.81	0.09	16.03	132	0.11	8.53	79.27	0.1	3.68	35.34	0.09	94.62	1044.35	0.08	56.35	571.46	0.09	18.6	199.85	0.09	41.57	402.04	0.09	29.07	259.51	0.1	63.92	570.7	0.1	63.97	708.6	0.08	4.83	43.2	0.1	NA	NA	NA	NA	NA	NA	34.29	337.58	0.09	5.44	57.21	0.09	96.67	930.76	0.09	6.6	77.14	0.08	38.39	502.96	0.07	NA	NA	NA	3.39	42.75	0.07	2.49	27.75	0.08	10.18	104.87	0.09	36.55	325.74	0.1	14.25	154.49	0.08	34.3	375.5	0.08	29.89	291.48	0.09	0.09125	0.082222222	0.009027778	0.882956977	1	N
XM_006500993.3	Eif4e	chr3	+	2974.7	138556108	chr3:138555390-138556678	37.88	73.11	0.34	90.26	122.98	0.42	89.59	59.46	0.6	46.5	41.94	0.53	20.44	18.84	0.52	476.3	672.38	0.41	302.63	330.37	0.48	88.95	130.69	0.4	215.99	230.3	0.48	150.4	140.02	0.52	316.28	323.49	0.49	352.36	423.36	0.45	25.43	22.99	0.53	NA	NA	NA	NA	NA	NA	177.02	196.87	0.47	32.39	30.49	0.52	493.93	542.88	0.48	38.88	45.51	0.46	233.06	311.4	0.43	NA	NA	NA	17.95	28.65	0.39	12.67	17.75	0.42	53.56	62.12	0.46	184.11	180.82	0.5	79.41	91.15	0.47	174.6	237.91	0.42	147.19	175.56	0.46	0.4775	0.445555556	0.031944444	0.7399999	1	N
NM_175224.4	Metap1	chr3	-	1312.7	138459493	chr3:138458960-138460500	31.32	10.66	0.75	56.8	14.78	0.79	33.83	19.62	0.63	23.51	11.11	0.68	NA	NA	NA	244.26	136.22	0.64	178.99	56.98	0.76	53.14	21.91	0.71	106.8	70.85	0.6	64.95	35.08	0.65	197.85	79.93	0.71	214.9	27.02	0.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	107.79	30.06	0.78	NA	NA	NA	237.98	127.79	0.65	31.85	6.05	0.84	138.19	46.78	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.38	17.14	0.58	116.2	46.75	0.71	41.44	18.93	0.69	109.94	51.14	0.68	91.32	29.37	0.76	0.710769231	0.715714286	-0.004945055	0.891612986	1	N
NM_001288578.1	Adh5	chr3	+	5177.6	138455286	chr3:138455085-138455499	2.58	39.47	0.06	3.37	61.56	0.05	1.81	56.39	0.03	0.75	46.1	0.02	NA	NA	NA	1.5	448.49	0	6.4	238.71	0.03	2.22	95.15	0.02	5.13	219.44	0.02	2.54	112.73	0.02	14.72	296.25	0.05	9.26	282.84	0.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.38	174.25	0.01	0.29	31.67	0.01	9.75	424.42	0.02	0.57	43.07	0.01	1.81	255.45	0.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.88	60.01	0.05	1.63	270.55	0.01	2.08	98.81	0.02	15.71	271.6	0.05	1.59	182.58	0.01	0.026428571	0.022857143	0.003571429	1	1	N
NM_001316995.1	H2afz	chr3	+	38398	137866682	chr3:137866386-137866922	128.32	187.7	0.41	221.51	310.53	0.42	211.28	236.67	0.47	132.45	172.2	0.43	50.53	90.5	0.36	1594.77	2031.59	0.44	770.09	1181.29	0.39	246.82	316.49	0.44	637.61	912.79	0.41	414.24	494.81	0.46	837.26	1350.53	0.38	808.28	1425.61	0.36	65.17	78.51	0.45	19.33	26.23	0.42	28.23	34.85	0.45	509.47	665.39	0.43	93.62	131.34	0.42	1342.11	2027.77	0.4	143.77	171.91	0.46	906.32	1173.09	0.44	48.04	57.29	0.46	69.89	89.07	0.44	39.09	55.96	0.41	176.02	220.93	0.44	949.42	1264.46	0.43	266.25	455.41	0.37	806.29	1117.03	0.42	702.56	1098.75	0.39	0.418888889	0.426	-0.007111111	0.721186987	1	N
XR_001784004.1	Gm38650	chr3	-	0	137351819	chr3:137351630-137352135	96.67	0	1	157.85	0	1	107.47	0	1	77.06	0	1	38.16	0	1	1079.32	0	1	616.99	0	1	158.24	0	1	379.56	0	1	262.63	0	1	1009.45	0	1	665.8	0	1	41.55	0.26	0.99	NA	NA	NA	NA	NA	NA	375.91	0	1	58.57	0.2	1	1026.49	0	1	50.98	0	1	246.41	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	69.76	0	1	203.17	0	1	102.81	0	1	197.45	0	1	172.44	0	1	0.999375	1	-0.000625	1	1	N
XR_001784001.1	Gm38650	chr3	-	0	137351819	chr3:137351630-137352070	96.67	0	1	157.85	0	1	107.47	0	1	77.06	0	1	38.16	0	1	1079.32	0	1	616.99	0	1	158.24	0	1	379.56	0	1	262.63	0	1	1009.45	0	1	665.8	0	1	41.52	0.28	0.99	NA	NA	NA	NA	NA	NA	375.91	0	1	58.57	0.25	1	1026.49	0	1	50.98	0	1	246.41	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	69.76	0	1	203.17	0	1	102.81	0	1	197.45	0	1	172.44	0	1	0.999375	1	-0.000625	1	1	N
